,0
2022-01-25 00:00:00,2.0371
2022-01-25 01:00:00,2.0371
2022-01-25 02:00:00,2.0371
2022-01-25 03:00:00,2.0371
2022-01-25 04:00:00,2.0371
2022-01-25 05:00:00,2.0371
2022-01-25 06:00:00,2.0371
2022-01-25 07:00:00,2.0371
2022-01-25 08:00:00,2.0371
2022-01-25 09:00:00,2.0371
2022-01-25 10:00:00,2.0371
2022-01-25 11:00:00,2.0371
2022-01-25 12:00:00,2.0371
2022-01-25 13:00:00,2.0371
2022-01-25 14:00:00,2.0371
2022-01-25 15:00:00,2.0371
2022-01-25 16:00:00,2.0371
2022-01-25 17:00:00,2.0371
2022-01-25 18:00:00,2.0371
2022-01-25 19:00:00,2.0371
2022-01-25 20:00:00,2.0371
2022-01-25 21:00:00,2.0371
2022-01-25 22:00:00,2.0371
2022-01-25 23:00:00,2.0371
2022-01-26 00:00:00,2.0371
2022-01-26 01:00:00,2.0371
2022-01-26 02:00:00,2.0371
2022-01-26 03:00:00,2.0371
2022-01-26 04:00:00,2.0371
2022-01-26 05:00:00,2.0371
2022-01-26 06:00:00,2.0371
2022-01-26 07:00:00,2.0371
2022-01-26 08:00:00,2.0371
2022-01-26 09:00:00,2.0371
2022-01-26 10:00:00,2.0371
2022-01-26 11:00:00,2.0371
2022-01-26 12:00:00,2.0371
2022-01-26 13:00:00,2.0371
2022-01-26 14:00:00,2.0371
2022-01-26 15:00:00,2.0371
2022-01-26 16:00:00,2.0371
2022-01-26 17:00:00,2.0371
2022-01-26 18:00:00,2.0371
2022-01-26 19:00:00,2.0371
2022-01-26 20:00:00,2.0371
2022-01-26 21:00:00,2.0371
2022-01-26 22:00:00,2.0371
2022-01-26 23:00:00,2.0371
2022-01-27 00:00:00,2.0371
2022-01-27 01:00:00,2.0371
2022-01-27 02:00:00,2.0371
2022-01-27 03:00:00,2.0371
2022-01-27 04:00:00,2.0371
2022-01-27 05:00:00,2.0371
2022-01-27 06:00:00,2.0371
2022-01-27 07:00:00,2.0371
2022-01-27 08:00:00,2.0371
2022-01-27 09:00:00,2.0371
2022-01-27 10:00:00,2.0371
2022-01-27 11:00:00,2.0371
2022-01-27 12:00:00,2.0371
2022-01-27 13:00:00,2.304733333333333
2022-01-27 14:00:00,2.84
2022-01-27 15:00:00,2.425
2022-01-27 16:00:00,2.7375
2022-01-27 17:00:00,2.7025
2022-01-27 18:00:00,2.8825000000000003
2022-01-27 19:00:00,2.5575
2022-01-27 20:00:00,2.6950000000000003
2022-01-27 21:00:00,2.764999999999999
2022-01-27 22:00:00,2.8225
2022-01-27 23:00:00,2.635
2022-01-28 00:00:00,2.3525
2022-01-28 01:00:00,1.5350000000000001
2022-01-28 02:00:00,1.4675
2022-01-28 03:00:00,1.245
2022-01-28 04:00:00,1.395
2022-01-28 05:00:00,1.3124999999999991
2022-01-28 06:00:00,1.3825
2022-01-28 07:00:00,1.307499999999999
2022-01-28 08:00:00,1.484999999999999
2022-01-28 09:00:00,1.6275
2022-01-28 10:00:00,2.5775
2022-01-28 11:00:00,2.455
2022-01-28 12:00:00,2.5974999999999993
2022-01-28 13:00:00,2.5125
2022-01-28 14:00:00,2.56
2022-01-28 15:00:00,2.355
2022-01-28 16:00:00,2.6475
2022-01-28 17:00:00,3.0775
2022-01-28 18:00:00,2.8600000000000003
2022-01-28 19:00:00,2.6125
2022-01-28 20:00:00,2.77
2022-01-28 21:00:00,2.704999999999999
2022-01-28 22:00:00,2.565
2022-01-28 23:00:00,2.5475
2022-01-29 00:00:00,2.26
2022-01-29 01:00:00,0.8875000000000001
2022-01-29 02:00:00,0.8075
2022-01-29 03:00:00,0.747499999999999
2022-01-29 04:00:00,0.8200000000000001
2022-01-29 05:00:00,1.49
2022-01-29 06:00:00,0.8625
2022-01-29 07:00:00,1.425
2022-01-29 08:00:00,1.0025
2022-01-29 09:00:00,1.5625
2022-01-29 10:00:00,1.1725
2022-01-29 11:00:00,2.59
2022-01-29 12:00:00,2.74
2022-01-29 13:00:00,2.4125
2022-01-29 14:00:00,2.73
2022-01-29 15:00:00,2.775
2022-01-29 16:00:00,2.5825
2022-01-29 17:00:00,3.0775
2022-01-29 18:00:00,2.9675000000000002
2022-01-29 19:00:00,2.615
2022-01-29 20:00:00,2.9225000000000003
2022-01-29 21:00:00,2.7125
2022-01-29 22:00:00,2.445
2022-01-29 23:00:00,2.455
2022-01-30 00:00:00,1.9975
2022-01-30 01:00:00,0.9125000000000001
2022-01-30 02:00:00,0.8125
2022-01-30 03:00:00,0.76
2022-01-30 04:00:00,0.8200000000000001
2022-01-30 05:00:00,1.527499999999999
2022-01-30 06:00:00,0.8425
2022-01-30 07:00:00,1.4675
2022-01-30 08:00:00,1.0
2022-01-30 09:00:00,1.465
2022-01-30 10:00:00,0.8425
2022-01-30 11:00:00,1.22
2022-01-30 12:00:00,2.33
2022-01-30 13:00:00,2.7975000000000003
2022-01-30 14:00:00,2.615
2022-01-30 15:00:00,2.44
2022-01-30 16:00:00,2.995
2022-01-30 17:00:00,2.782499999999999
2022-01-30 18:00:00,2.6125
2022-01-30 19:00:00,2.7025
2022-01-30 20:00:00,2.625
2022-01-30 21:00:00,2.5125
2022-01-30 22:00:00,2.7875
2022-01-30 23:00:00,2.365
2022-01-31 00:00:00,1.5150000000000001
2022-01-31 01:00:00,0.862499999999999
2022-01-31 02:00:00,0.8275
2022-01-31 03:00:00,0.867499999999999
2022-01-31 04:00:00,0.9750000000000001
2022-01-31 05:00:00,1.619999999999999
2022-01-31 06:00:00,0.85
2022-01-31 07:00:00,1.3625
2022-01-31 08:00:00,0.84
2022-01-31 09:00:00,1.79
2022-01-31 10:00:00,2.8625
2022-01-31 11:00:00,2.6025
2022-01-31 12:00:00,2.7325
2022-01-31 13:00:00,2.5475000000000003
2022-01-31 14:00:00,3.0025
2022-01-31 15:00:00,2.79
2022-01-31 16:00:00,2.84
2022-01-31 17:00:00,2.9525
2022-01-31 18:00:00,2.94
2022-01-31 19:00:00,2.7425
2022-01-31 20:00:00,2.9025
2022-01-31 21:00:00,2.8225
2022-01-31 22:00:00,2.84
2022-01-31 23:00:00,2.665
2022-02-01 00:00:00,2.25
2022-02-01 01:00:00,0.8575
2022-02-01 02:00:00,0.794999999999999
2022-02-01 03:00:00,0.9225000000000001
2022-02-01 04:00:00,0.9400000000000001
2022-02-01 05:00:00,1.4825
2022-02-01 06:00:00,0.8575
2022-02-01 07:00:00,1.2974999999999999
2022-02-01 08:00:00,0.8125
2022-02-01 09:00:00,1.5425
2022-02-01 10:00:00,2.5275
2022-02-01 11:00:00,2.9050000000000002
2022-02-01 12:00:00,2.855
2022-02-01 13:00:00,2.61
2022-02-01 14:00:00,2.7325
2022-02-01 15:00:00,2.245
2022-02-01 16:00:00,2.594999999999999
2022-02-01 17:00:00,2.6375
2022-02-01 18:00:00,2.515
2022-02-01 19:00:00,2.3375
2022-02-01 20:00:00,2.535
2022-02-01 21:00:00,2.58
2022-02-01 22:00:00,2.44
2022-02-01 23:00:00,2.367499999999999
2022-02-02 00:00:00,2.0275
2022-02-02 01:00:00,0.867499999999999
